work_year,experience_level,exp_grade,job_title,job_type,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,comp_size_grade,usd_salary_zscore
2022,SE,3,Data Analyst,Analyst,99050,USD,99050,US,100,US,M,2,-0.20770124094379144
2022,SE,3,Data Engineer,Engineer,160000,USD,160000,US,100,US,M,2,0.6703211218253667
2022,SE,3,Data Scientist,Scientist,205300,USD,205300,US,0,US,L,3,1.322895576844938
2022,SE,3,Data Scientist,Scientist,140400,USD,140400,US,0,US,L,3,0.38797102649681053
2022,SE,3,Data Scientist,Scientist,176000,USD,176000,US,100,US,M,2,0.9008109955629636
2022,SE,3,Data Scientist,Scientist,144000,USD,144000,US,100,US,M,2,0.43983124808776985
2022,SE,3,Data Engineer,Engineer,200100,USD,200100,US,100,US,M,2,1.247986367880219
2022,SE,3,Data Engineer,Engineer,160000,USD,160000,US,100,US,M,2,0.6703211218253667
2022,SE,3,Data Engineer,Engineer,145000,USD,145000,US,100,US,M,2,0.45423686519636963
2022,SE,3,Data Engineer,Engineer,70500,USD,70500,US,0,US,M,2,-0.6189816093943159
2022,SE,3,Data Scientist,Scientist,205300,USD,205300,US,0,US,M,2,1.322895576844938
2022,SE,3,Data Scientist,Scientist,140400,USD,140400,US,0,US,M,2,0.38797102649681053
2022,SE,3,Analytics Engineer,Engineer,205300,USD,205300,US,0,US,M,2,1.322895576844938
2022,SE,3,Analytics Engineer,Engineer,184700,USD,184700,US,0,US,M,2,1.026139864407782
2022,SE,3,Data Engineer,Engineer,175100,USD,175100,US,100,US,M,2,0.8878459401652238
2022,SE,3,Data Engineer,Engineer,140250,USD,140250,US,100,US,M,2,0.3858101839305206
2022,SE,3,Data Analyst,Analyst,116150,USD,116150,US,100,US,M,2,0.038634811613265235
2022,SE,3,Data Engineer,Engineer,54000,USD,54000,US,0,US,M,2,-0.8566742916862128
2022,SE,3,Data Analyst,Analyst,170000,USD,170000,US,100,US,M,2,0.8143772929113648
2022,SE,3,Data Analyst,Analyst,80000,USD,80000,US,100,US,M,2,-0.4821282468626178
2022,SE,3,Data Scientist,Scientist,140000,USD,140000,US,100,US,M,2,0.38220877965337063
2022,SE,3,Data Scientist,Scientist,210000,USD,210000,US,100,US,M,2,1.390601977255357
2022,SE,3,Data Scientist,Scientist,140000,USD,140000,US,100,US,M,2,0.38220877965337063
2022,SE,3,Data Analyst,Analyst,100000,USD,100000,US,100,US,M,2,-0.19401590469062163
2022,SE,3,Data Analyst,Analyst,69000,USD,69000,US,100,US,M,2,-0.6405900350572157
2022,SE,3,Data Scientist,Scientist,210000,USD,210000,US,100,US,M,2,1.390601977255357
2022,SE,3,Data Scientist,Scientist,140000,USD,140000,US,100,US,M,2,0.38220877965337063
2022,SE,3,Data Scientist,Scientist,210000,USD,210000,US,100,US,M,2,1.390601977255357
2022,SE,3,Data Analyst,Analyst,150075,USD,150075,US,100,US,M,2,0.5273453720225136
2022,SE,3,Data Engineer,Engineer,100000,USD,100000,US,100,US,M,2,-0.19401590469062163
2022,SE,3,Data Engineer,Engineer,25000,USD,25000,US,100,US,M,2,-1.274437187835607
2022,SE,3,Data Analyst,Analyst,126500,USD,126500,US,100,US,M,2,0.18773294868727322
2022,SE,3,Data Analyst,Analyst,106260,USD,106260,US,100,US,M,2,-0.10383674159078685
2022,SE,3,Data Engineer,Engineer,220110,USD,220110,US,100,US,M,2,1.5362427662233011
2022,SE,3,Data Engineer,Engineer,160080,USD,160080,US,100,US,M,2,0.6714735711940547
2022,SE,3,Data Analyst,Analyst,105000,USD,105000,US,100,US,M,2,-0.1219878191476226
2022,SE,3,Data Analyst,Analyst,110925,USD,110925,US,100,US,M,2,-0.03663453777916875
2022,SE,3,Data Scientist,Scientist,140000,USD,140000,US,100,US,M,2,0.38220877965337063
2022,SE,3,Data Analyst,Analyst,99000,USD,99000,US,0,US,M,2,-0.20842152179922144
2022,SE,3,Data Analyst,Analyst,60000,USD,60000,US,100,US,M,2,-0.7702405890346139
2022,SE,3,Data Architect,Architect,192564,USD,192564,US,100,US,M,2,1.1394256373498108
2022,SE,3,Data Architect,Architect,144854,USD,144854,US,100,US,M,2,0.45213364509851406
2022,SE,3,Data Scientist,Scientist,230000,USD,230000,US,100,US,M,2,1.6787143194273533
2022,SE,3,Data Scientist,Scientist,150000,USD,150000,US,100,US,M,2,0.5262649507393687
2022,SE,3,Data Analytics Manager,Manager/Executive,150260,USD,150260,US,100,US,M,2,0.5300104111876046
2022,SE,3,Data Analytics Manager,Manager/Executive,109280,USD,109280,US,100,US,M,2,-0.06033177792281544
2022,SE,3,Data Scientist,Scientist,210000,USD,210000,US,100,US,M,2,1.390601977255357
2022,SE,3,Data Analyst,Analyst,170000,USD,170000,US,100,US,M,2,0.8143772929113648
2022,MI,2,Data Scientist,Scientist,160000,USD,160000,US,100,US,M,2,0.6703211218253667
2022,MI,2,Data Scientist,Scientist,130000,USD,130000,US,100,US,M,2,0.23815260856737255
2022,SE,3,Data Engineer,Engineer,154000,USD,154000,US,100,US,M,2,0.583887419173768
2022,SE,3,Data Engineer,Engineer,126000,USD,126000,US,100,US,M,2,0.18053014013297333
2022,SE,3,Data Analyst,Analyst,129000,USD,129000,US,0,US,M,2,0.22374699145877275
2022,SE,3,Data Analyst,Analyst,150000,USD,150000,US,100,US,M,2,0.5262649507393687
2022,MI,2,AI Scientist,Scientist,200000,USD,200000,IN,100,US,L,3,1.246545806169359
